GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Riak Client for Java,com.basho.riak.protobuf,RiakTsPB.TsInterpolation.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
Riak Client for Java,com.basho.riak.protobuf,RiakDtPB.CounterOp.Builder,134,66,15,3,38,22,23,6,14,6
Riak Client for Java,com.basho.riak.protobuf,RiakTsPB.TsGetReq,459,0,39,0,113,0,60,0,39,0
Riak Client for Java,com.basho.riak.protobuf,RiakPB.RpbResetBucketReq,355,0,28,0,95,0,49,0,34,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbCounterUpdateResp.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbIndexReq.Builder,892,502,100,34,210,141,120,27,60,20
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbIndexReq.IndexQueryType.new Internal.EnumLiteMap() {...},3,3,0,0,1,1,1,1,1,1
Riak Client for Java,com.basho.riak.protobuf,RiakDtPB.DtFetchReq.Builder,757,203,86,4,179,67,81,24,36,24
Riak Client for Java,com.basho.riak.protobuf,RiakYokozunaPB.RpbYokozunaSchema.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakPB.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},0,8,0,0,0,3,0,2,0,2
Riak Client for Java,com.basho.riak.protobuf,RiakSearchPB.RpbSearchDoc.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakYokozunaPB.RpbYokozunaSchema,355,0,28,0,95,0,49,0,34,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbGetResp,181,288,18,23,39,75,38,23,23,16
Riak Client for Java,com.basho.riak.protobuf,RiakPB.RpbGetBucketTypeReq.Builder,218,0,22,0,65,0,31,0,20,0
Riak Client for Java,com.basho.riak.protobuf,RiakYokozunaPB.RpbYokozunaIndexDeleteReq.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakYokozunaPB.RpbYokozunaIndexGetResp.Builder,611,0,74,0,166,0,73,0,36,0
Riak Client for Java,com.basho.riak.protobuf,RiakTsPB.TsCoverageResp.Builder,611,0,74,0,166,0,73,0,36,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB,1060,0,0,0,72,0,4,0,4,0
Riak Client for Java,com.basho.riak.protobuf,RiakDtPB.DtUpdateResp.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
Riak Client for Java,com.basho.riak.protobuf,RiakTsPB.TsCoverageResp,367,0,27,0,92,0,49,0,35,0
Riak Client for Java,com.basho.riak.protobuf,RiakMessageCodes,3,0,0,0,1,0,1,0,1,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbListBucketsReq.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
Riak Client for Java,com.basho.riak.protobuf,RiakPB.RpbSetBucketReq.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakTsPB.TsQueryReq,403,36,41,0,102,12,55,4,33,4
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbPutResp.Builder,783,0,90,0,208,0,89,0,44,0
Riak Client for Java,com.basho.riak.protobuf,RiakTsPB.TsCoverageReq.Builder,706,0,76,0,189,0,79,0,41,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbCSBucketReq.Builder,924,0,88,0,236,0,100,0,56,0
Riak Client for Java,com.basho.riak.protobuf,RiakDtPB.DtFetchReq,770,60,95,0,180,20,101,4,48,4
Riak Client for Java,com.basho.riak.protobuf,RiakYokozunaPB.RpbYokozunaIndex.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakDtPB.DtFetchResp,463,0,45,0,122,0,61,0,37,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbPutResp,469,0,41,0,114,0,61,0,39,0
Riak Client for Java,com.basho.riak.protobuf,RiakDtPB.HllOp,321,30,23,0,79,10,41,4,29,4
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbCoverageResp,284,83,22,5,69,23,39,10,26,9
Riak Client for Java,com.basho.riak.protobuf,RiakSearchPB.RpbSearchQueryResp.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakYokozunaPB.RpbYokozunaIndexPutReq.Builder,449,0,52,0,124,0,55,0,29,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbCoverageReq.Builder,558,54,53,3,143,20,63,5,35,5
Riak Client for Java,com.basho.riak.protobuf,RiakTsPB.TsQueryResp.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbCSBucketResp.Builder,770,0,88,0,205,0,88,0,44,0
Riak Client for Java,com.basho.riak.protobuf,RiakDtPB.GSetOp.Builder,282,0,24,0,82,0,36,0,24,0
Riak Client for Java,com.basho.riak.protobuf,RiakDtPB.MapField.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
Riak Client for Java,com.basho.riak.protobuf,RiakDtPB.MapUpdate,587,125,68,12,146,33,74,15,34,12
Riak Client for Java,com.basho.riak.protobuf,RiakPB.RpbModFun.Builder,306,0,32,0,87,0,40,0,24,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbIndexObject.Builder,467,0,56,0,129,0,57,0,29,0
Riak Client for Java,com.basho.riak.protobuf,RiakYokozunaPB.RpbYokozunaSchemaGetResp.Builder,379,0,46,0,107,0,48,0,25,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbCounterUpdateReq,626,0,67,0,156,0,81,0,44,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbListKeysResp.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakDtPB.MapUpdate.Builder,1004,263,129,27,253,77,122,16,49,11
Riak Client for Java,com.basho.riak.protobuf,RiakTsPB.TsColumnDescription.Builder,202,103,26,6,54,33,33,7,17,7
Riak Client for Java,com.basho.riak.protobuf,RiakPB.RpbModFun.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakTsPB.TsPutReq.Builder,1177,0,142,0,312,0,131,0,60,0
Riak Client for Java,com.basho.riak.protobuf,RiakPB.RpbGetBucketTypeReq.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakPB.RpbBucketProps.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakDtPB.DtUpdateReq.Builder,1067,220,124,6,256,72,116,22,51,22
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbCSBucketReq.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakTsPB.TsCell.Builder,348,145,33,11,89,42,47,11,28,8
Riak Client for Java,com.basho.riak.protobuf,RiakPB.RpbGetBucketReq.Builder,301,0,30,0,85,0,39,0,24,0
Riak Client for Java,com.basho.riak.protobuf,RiakPB.RpbBucketProps,1963,0,249,0,437,0,235,0,96,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbCounterUpdateResp,296,0,19,0,81,0,42,0,32,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbMapRedResp.Builder,353,0,32,0,97,0,44,0,28,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbPutReq.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbPutReq.Builder,1188,298,122,24,298,78,149,9,76,9
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbMapRedResp,398,0,33,0,103,0,54,0,36,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbGetBucketKeyPreflistResp,367,0,27,0,92,0,49,0,35,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbIndexObject.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakPB.RpbSetBucketReq.Builder,550,0,64,0,149,0,65,0,33,0
Riak Client for Java,com.basho.riak.protobuf,RiakDtPB.DtFetchResp.DataType.new Internal.EnumLiteMap() {...},3,3,0,0,1,1,1,1,1,1
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbContent,422,587,47,64,90,133,75,47,36,25
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbBucketKeyPreflistItem.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakYokozunaPB.RpbYokozunaIndex,406,0,35,0,106,0,55,0,36,0
Riak Client for Java,com.basho.riak.protobuf,RiakTsPB.TsDelResp,218,25,12,0,62,8,33,3,27,3
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbCounterGetReq,567,0,58,0,142,0,74,0,42,0
Riak Client for Java,com.basho.riak.protobuf,RiakDtPB.MapField.MapFieldType,53,85,8,0,15,12,14,3,8,3
Riak Client for Java,com.basho.riak.protobuf,RiakSearchPB.RpbSearchDoc.Builder,611,0,74,0,166,0,73,0,36,0
Riak Client for Java,com.basho.riak.protobuf,RiakTsPB.TsQueryReq.Builder,488,42,57,3,128,15,58,5,28,5
Riak Client for Java,com.basho.riak.protobuf,RiakYokozunaPB.RpbYokozunaSchemaGetResp.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbGetBucketKeyPreflistResp.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbListKeysResp.Builder,358,0,30,0,101,0,43,0,28,0
Riak Client for Java,com.basho.riak.protobuf,RiakTsPB.TsRow,285,64,21,2,68,20,39,8,27,8
Riak Client for Java,com.basho.riak.protobuf,RiakPB.RpbSetBucketTypeReq.Builder,467,0,56,0,129,0,57,0,29,0
Riak Client for Java,com.basho.riak.protobuf,RiakYokozunaPB.RpbYokozunaSchema.Builder,301,0,30,0,85,0,39,0,24,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbGetReq,583,341,73,34,140,79,104,12,45,11
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbSetClientIdReq.Builder,218,0,22,0,65,0,31,0,20,0
Riak Client for Java,com.basho.riak.protobuf,RiakYokozunaPB.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},8,0,0,0,3,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakSearchPB.RpbSearchDoc,367,0,27,0,92,0,49,0,35,0
Riak Client for Java,com.basho.riak.protobuf,RiakSearchPB.RpbSearchQueryReq.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbMapRedReq.Builder,306,0,32,0,87,0,40,0,24,0
Riak Client for Java,com.basho.riak.protobuf,RiakYokozunaPB.RpbYokozunaIndexGetReq,296,0,19,0,81,0,42,0,32,0
Riak Client for Java,com.basho.riak.protobuf,RiakSearchPB.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},8,0,0,0,3,0,2,0,2,0
Riak Client for Java,com.basho.riak.protobuf,RiakTsPB.TsQueryResp.Builder,1165,0,138,0,308,0,129,0,60,0
Riak Client for Java,com.basho.riak.protobuf,RiakTsPB.TsPutResp.Builder,121,0,12,0,40,0,22,0,16,0
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbIndexReq,962,138,124,8,220,39,127,9,53,9
Riak Client for Java,com.basho.riak.protobuf,RiakKvPB.RpbListBucketsReq,362,36,33,0,91,12,50,4,32,4
Riak Client for Java,com.basho.riak.protobuf,RiakTsPB.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},0,8,0,0,0,3,0,2,0,2
Riak Client for Java,com.basho.riak.protobuf,RiakYokozunaPB.RpbYokozunaIndex.Builder,371,0,36,0,102,0,46,0,28,0
Riak Client for Java,com.basho.riak.client.core.query.functions,Function.Builder.Type,5,63,0,0,0,6,1,3,1,3
Riak Client for Java,com.basho.riak.client.core.query.functions,Function,213,96,56,6,27,23,34,14,5,12
Riak Client for Java,com.basho.riak.client.core.query.functions,Function.new Object() {...},5,35,0,0,0,1,0,1,0,1
Riak Client for Java,com.basho.riak.client.core.query.functions,Function.Builder,142,105,18,10,23,32,16,8,2,7
Riak Client for Java,com.basho.riak.client.api.commands.indexes,RawIndexQuery.Builder,2,32,0,0,1,5,1,3,1,3
Riak Client for Java,com.basho.riak.client.api.commands.indexes,BucketIndexQuery,4,0,0,0,2,0,1,0,1,0
Riak Client for Java,com.basho.riak.client.api.commands.indexes,BigIntIndexQuery.new SecondaryIndexQuery.IndexConverter() {...},20,0,2,0,5,0,4,0,3,0
Riak Client for Java,com.basho.riak.client.api.commands.indexes,BigIntIndexQuery.Init,45,0,0,0,7,0,4,0,4,0
Riak Client for Java,com.basho.riak.client.api.commands.indexes,IntIndexQuery.Init,13,32,0,0,2,5,1,3,1,3
Riak Client for Java,com.basho.riak.client.api.commands.indexes,IntIndexQuery.Response,13,0,0,0,4,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.indexes,SecondaryIndexQuery.Type,9,59,0,0,0,9,2,3,2,3
Riak Client for Java,com.basho.riak.client.api.commands.indexes,BigIntIndexQuery.Builder,26,0,0,0,8,0,5,0,5,0
Riak Client for Java,com.basho.riak.client.api.commands.indexes,BinIndexQuery.Builder,6,20,0,0,2,6,1,4,1,4
Riak Client for Java,com.basho.riak.client.api.commands.indexes,IntIndexQuery.Builder,6,20,0,0,2,6,1,4,1,4
Riak Client for Java,com.basho.riak.client.api.commands.indexes,BinIndexQuery,62,20,12,0,16,5,8,2,2,2
Riak Client for Java,com.basho.riak.client.api.commands.indexes,BigIntIndexQuery.Response,13,0,0,0,4,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.indexes,SecondaryIndexQuery.Init,24,64,0,0,9,23,3,8,3,8
Riak Client for Java,com.basho.riak.client.api.commands.indexes,SecondaryIndexQuery.Response,154,0,14,0,35,0,16,0,9,0
Riak Client for Java,com.basho.riak.client.api.commands.indexes,IntIndexQuery.new SecondaryIndexQuery.IndexConverter() {...},6,12,1,1,2,3,2,2,1,2
Riak Client for Java,com.basho.riak.client.api.commands.indexes,KeyIndexQuery,4,0,0,0,2,0,1,0,1,0
Riak Client for Java,com.basho.riak.client.api.commands.indexes,SecondaryIndexQuery.Response.Entry,21,0,0,0,7,0,3,0,3,0
Riak Client for Java,com.basho.riak.client.api.commands.indexes,BinIndexQuery.StringIndexConverter,26,14,7,1,8,3,7,2,3,2
Riak Client for Java,com.basho.riak.client.api.commands.indexes,BinIndexQuery.Init,19,38,2,2,5,8,4,3,2,3
Riak Client for Java,com.basho.riak.client.api.commands.indexes,BigIntIndexQuery,15,0,0,0,4,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.indexes,RawIndexQuery,0,15,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.indexes,RawIndexQuery.Response,13,0,0,0,4,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.indexes,IntIndexQuery,0,15,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.indexes,SecondaryIndexQuery.Response.new ConvertibleIterator() {...},18,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.indexes,SecondaryIndexQuery.Response.new ChunkedResponseIterator() {...},29,0,0,0,3,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.indexes,SecondaryIndexQuery,424,147,85,9,54,36,60,6,17,2
Riak Client for Java,com.basho.riak.client.api.commands.indexes,KeyIndexQuery.Builder,27,0,0,0,8,0,4,0,4,0
Riak Client for Java,com.basho.riak.client.api.commands.indexes,BinIndexQuery.Response,13,0,0,0,4,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.indexes,RawIndexQuery.new SecondaryIndexQuery.IndexConverter() {...},0,8,0,0,0,2,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.indexes,BucketIndexQuery.Builder,22,0,0,0,6,0,4,0,4,0
Riak Client for Java,com.basho.riak.client.core.query.UserMetadata,RiakUserMetadata,26,167,4,8,7,40,7,19,3,17
Riak Client for Java,com.basho.riak.client.core,DefaultNodeManager.new Object() {...},4,29,0,0,0,1,0,1,0,1
Riak Client for Java,com.basho.riak.client.core,RiakCluster.ShutdownTask,0,69,1,5,0,13,1,4,0,2
Riak Client for Java,com.basho.riak.client.core,RiakNode.new Object() {...},4,29,0,0,0,1,0,1,0,1
Riak Client for Java,com.basho.riak.client.core,RiakNode.new ChannelFutureListener() {...},5,70,2,2,1,10,2,2,0,2
Riak Client for Java,com.basho.riak.client.core,RiakNode.new Future() {...},23,13,2,0,4,3,5,2,4,2
Riak Client for Java,com.basho.riak.client.core,RiakNode.new ChannelFutureListener() {...},68,18,3,1,10,4,2,2,0,2
Riak Client for Java,com.basho.riak.client.core,RiakNode.new ChannelFutureListener() {...},0,46,0,0,0,5,0,2,0,2
Riak Client for Java,com.basho.riak.client.core,RiakCluster.RetryTask,0,20,1,1,0,8,1,2,0,2
Riak Client for Java,com.basho.riak.client.core,RiakNode.IdleReaper,0,10,0,0,0,3,0,2,0,2
Riak Client for Java,com.basho.riak.client.core,RiakNode.ChannelWithIdleTime,0,18,0,0,0,6,0,3,0,3
Riak Client for Java,com.basho.riak.client.core,PBStreamingFutureOperation,52,21,16,2,10,5,11,2,2,2
Riak Client for Java,com.basho.riak.client.core,RiakCluster.new Future() {...},23,13,2,0,4,3,5,2,4,2
Riak Client for Java,com.basho.riak.client.core,RiakCluster.QueueDrainTask,0,20,1,1,0,8,1,2,0,2
Riak Client for Java,com.basho.riak.client.core,RiakNode.ShutdownTask,0,55,1,5,0,11,1,4,0,2
Riak Client for Java,com.basho.riak.client.core,DefaultNodeManager,54,262,4,20,1,70,4,15,0,6
Riak Client for Java,com.basho.riak.client.core,RiakNode.HealthMonitorTask,12,59,1,13,2,12,1,8,0,2
Riak Client for Java,com.basho.riak.client.core,RiakNode.Builder,65,171,5,9,18,48,8,19,4,16
Riak Client for Java,com.basho.riak.client.core,FutureOperation.State,9,69,0,0,0,3,2,2,2,2
Riak Client for Java,com.basho.riak.client.core,RiakMessage,54,114,6,9,15,34,5,12,0,9
Riak Client for Java,com.basho.riak.client.core,RiakNode.Sync,14,27,4,2,6,10,4,3,1,3
Riak Client for Java,com.basho.riak.client.core,RiakCluster.State,9,59,0,0,0,1,2,2,2,2
Riak Client for Java,com.basho.riak.client.core,RiakCluster,138,869,10,60,20,185,11,50,3,23
Riak Client for Java,com.basho.riak.client.core,ConnectionFailedException,5,4,0,0,2,2,1,1,1,1
Riak Client for Java,com.basho.riak.client.core,RiakNode,512,1269,38,68,93,265,37,55,6,33
Riak Client for Java,com.basho.riak.client.core,NoNodesAvailableException,0,7,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.core,RiakCluster.Builder,19,89,0,0,5,24,2,9,2,9
Riak Client for Java,com.basho.riak.client.core,FutureOperation,153,322,26,22,35,90,25,27,6,22
Riak Client for Java,com.basho.riak.client.core,RiakNode.State,5,63,0,0,0,2,1,3,1,3
Riak Client for Java,com.basho.riak.client.core.query.crdt.ops,MapOp.FieldType,5,63,0,0,0,2,1,3,1,3
Riak Client for Java,com.basho.riak.client.core.query.crdt.ops,MapOp.MapUpdate,0,9,0,0,0,4,0,1,0,1
Riak Client for Java,com.basho.riak.client.core.query.crdt.ops,SetOp,40,33,0,0,5,9,2,5,2,5
Riak Client for Java,com.basho.riak.client.core.query.crdt.ops,CounterOp,12,9,0,0,1,4,1,2,1,2
Riak Client for Java,com.basho.riak.client.core.query.crdt.ops,FlagOp,0,9,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.core.query.crdt.ops,RegisterOp,0,9,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.core.query.crdt.ops,HllOp,50,0,0,0,11,0,6,0,6,0
Riak Client for Java,com.basho.riak.client.core.query.crdt.ops,MapOp,13,79,0,0,3,19,1,10,1,10
Riak Client for Java,com.basho.riak.client.core.query.crdt.ops,MapOp.MapField,0,9,0,0,0,4,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.commands.buckets,FetchBucketProperties.Builder,18,0,2,0,6,0,3,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.buckets,StoreBucketProperties.Builder,200,0,22,0,62,0,36,0,25,0
Riak Client for Java,com.basho.riak.client.api.commands.buckets,ListBuckets,13,41,2,2,2,11,3,3,1,3
Riak Client for Java,com.basho.riak.client.api.commands.buckets,ListBuckets.Builder,12,11,0,0,5,4,2,2,2,2
Riak Client for Java,com.basho.riak.client.api.commands.buckets,ListBuckets.Response,52,15,7,1,10,5,8,2,4,2
Riak Client for Java,com.basho.riak.client.api.commands.buckets,ResetBucketProperties,16,0,0,0,5,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.buckets,ListBuckets.Response.new ConvertibleIterator() {...},15,0,0,0,2,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.buckets,ResetBucketProperties.Builder,18,0,2,0,6,0,3,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.buckets,FetchBucketProperties,14,0,0,0,4,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.buckets,StoreBucketProperties,305,0,46,0,74,0,25,0,2,0
Riak Client for Java,com.basho.riak.client.core.query.indexes,RawIndex,0,12,0,0,0,4,0,3,0,3
Riak Client for Java,com.basho.riak.client.core.query.indexes,LongIntIndex,0,22,0,0,0,5,0,4,0,4
Riak Client for Java,com.basho.riak.client.core.query.indexes,IndexNames,3,0,0,0,1,0,1,0,1,0
Riak Client for Java,com.basho.riak.client.core.query.indexes,StringBinIndex.Name,5,14,0,0,2,4,1,2,1,2
Riak Client for Java,com.basho.riak.client.core.query.indexes,RawIndex.Name,0,11,0,0,0,3,0,2,0,2
Riak Client for Java,com.basho.riak.client.core.query.indexes,RiakIndex,62,166,9,13,13,39,10,19,3,15
Riak Client for Java,com.basho.riak.client.core.query.indexes,RiakIndexes,26,95,5,7,6,24,7,10,2,9
Riak Client for Java,com.basho.riak.client.core.query.indexes,RiakIndex.Name,6,73,0,4,2,16,2,7,2,5
Riak Client for Java,com.basho.riak.client.core.query.indexes,BigIntIndex.Name,11,0,0,0,3,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.core.query.indexes,RiakIndex.new Iterator() {...},0,28,0,0,0,6,0,4,0,4
Riak Client for Java,com.basho.riak.client.core.query.indexes,IndexType,5,114,0,10,0,20,1,10,1,5
Riak Client for Java,com.basho.riak.client.core.query.indexes,StringBinIndex,0,29,0,0,0,7,0,5,0,5
Riak Client for Java,com.basho.riak.client.core.query.indexes,BigIntIndex,24,0,0,0,5,0,4,0,4,0
Riak Client for Java,com.basho.riak.client.core.query.indexes,LongIntIndex.Name,0,11,0,0,0,3,0,2,0,2
Riak Client for Java,com.basho.riak.client.core.query.timeseries,TableDefinition,16,156,5,25,3,37,6,17,1,7
Riak Client for Java,com.basho.riak.client.core.query.timeseries,ConvertibleIteratorUtils.ImmutableRowIterator,0,14,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.core.query.timeseries,CollectionConverters,47,44,3,3,11,10,5,3,3,2
Riak Client for Java,com.basho.riak.client.core.query.timeseries,PbResultFactory,180,0,22,0,43,0,18,0,7,0
Riak Client for Java,com.basho.riak.client.core.query.timeseries,ConvertibleIterable,0,11,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.core.query.timeseries,FullColumnDescription.KeyOrder,38,0,0,0,3,0,4,0,4,0
Riak Client for Java,com.basho.riak.client.core.query.timeseries,ColumnDescription.ColumnType,5,73,0,0,0,7,1,3,1,3
Riak Client for Java,com.basho.riak.client.core.query.timeseries,DescribeQueryResultParser,335,0,74,0,66,0,48,0,11,0
Riak Client for Java,com.basho.riak.client.core.query.timeseries,FlatteningIterable,18,0,0,0,5,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.core.query.timeseries,ConvertibleIteratorUtils.ImmutablePBCellIterator,0,11,0,2,0,5,0,3,0,2
Riak Client for Java,com.basho.riak.client.core.query.timeseries,ConvertibleIterable.ImmutableIterablePBCell,0,9,0,0,0,3,0,2,0,2
Riak Client for Java,com.basho.riak.client.core.query.timeseries,ColumnDescription,29,51,7,9,7,14,8,5,1,4
Riak Client for Java,com.basho.riak.client.core.query.timeseries,Quantum,58,52,23,8,10,11,19,7,2,4
Riak Client for Java,com.basho.riak.client.core.query.timeseries,Row,78,127,15,13,18,33,14,10,2,8
Riak Client for Java,com.basho.riak.client.core.query.timeseries,TableDefinition.LocalKeyComparator,12,28,8,4,3,6,6,3,0,3
Riak Client for Java,com.basho.riak.client.core.query.timeseries,QueryResult,41,76,1,3,15,22,4,8,3,7
Riak Client for Java,com.basho.riak.client.core.query.timeseries,CoveragePlanResult,85,0,4,0,22,0,10,0,8,0
Riak Client for Java,com.basho.riak.client.core.query.timeseries,ConvertibleIteratorUtils.ImmutableCellIterator,1,39,1,3,0,8,1,5,0,4
Riak Client for Java,com.basho.riak.client.core.query.timeseries,Quantum.new Object() {...},4,29,0,0,0,1,0,1,0,1
Riak Client for Java,com.basho.riak.client.core.query.timeseries,TableDefinition.PartitionKeyComparator,35,6,12,0,8,1,8,1,2,1
Riak Client for Java,com.basho.riak.client.core.query.timeseries,FlatteningIterable.FlatteningIterator,95,0,20,0,28,0,17,0,7,0
Riak Client for Java,com.basho.riak.client.core.query.timeseries,ConvertibleIteratorUtils,3,21,0,0,1,4,1,4,1,4
Riak Client for Java,com.basho.riak.client.core.query.timeseries,CoverageEntry,335,0,46,0,76,0,45,0,22,0
Riak Client for Java,com.basho.riak.client.core.query.timeseries,ConvertibleIteratorUtils.ConvertibleZipperator,25,9,4,0,3,4,5,1,3,1
Riak Client for Java,com.basho.riak.client.core.query.timeseries,Cell,197,625,35,46,35,131,33,44,1,35
Riak Client for Java,com.basho.riak.client.core.query.timeseries,Cell.new Object() {...},2,17,0,0,0,1,0,1,0,1
Riak Client for Java,com.basho.riak.client.core.query.timeseries,CoveragePlanResult.new Iterator() {...},73,0,14,0,13,0,12,0,5,0
Riak Client for Java,com.basho.riak.client.core.query.timeseries,FullColumnDescription,42,119,3,11,8,30,6,19,3,15
Riak Client for Java,com.basho.riak.client.api.convert,ConverterFactory,41,67,2,4,8,15,7,8,5,7
Riak Client for Java,com.basho.riak.client.api.convert,RiakJacksonModule,0,14,0,0,0,7,0,5,0,5
Riak Client for Java,com.basho.riak.client.api.convert,ConverterFactory.new ConcurrentHashMap() {...},0,42,0,0,0,6,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.convert,ConversionException,16,0,0,0,8,0,4,0,4,0
Riak Client for Java,com.basho.riak.client.api.convert,Converter.OrmExtracted,7,21,2,0,1,8,2,4,1,4
Riak Client for Java,com.basho.riak.client.api.convert,StringConverter,10,24,0,0,2,7,2,3,2,3
